web-scraper-order,web-scraper-start-url,getinto-link,getinto-link-href,frequency,class,duration,rate,学时安排,number,active state,课程评价数,授课教师
"1553835940-324","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","医学免疫学","https://www.icourse163.org/course/NCU-1002081008","第4次开课","医药卫生","2019年02月25日 ~ 2019年06月30日","进行至第5周，共18周","2-3小时每周","已有4064人参加","立即参加","(56)","授课老师



傅颖媛
教授"
"1553835128-16","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","高等数学（四）","https://www.icourse163.org/course/NUDT-35001","第5次开课","理学","2018年04月09日 ~ 2018年06月10日","当前开课已结束","3-5小时每周","已有31528人参加","已结束，查看内容","(29)","授课老师



朱健民
教授





李建平
教授





黄建华
教授





王晓
教授





周敏
教授





刘雄伟
副教授





罗永
副教授





赵侠
副教授





吴强
副教授





王焱
副教授"
"1553836464-534","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","自动控制元件","https://www.icourse163.org/course/HRBEU-1001995017","第5次开课","工学","2019年03月04日 ~ 2019年06月30日","进行至第4周，共17周","3小时 每周","已有1581人参加","立即参加","(39)","授课老师



池海红
副教授





王显峰
高级实验师





吕淑平
教授





张敬南
副教授





巩冰
讲师





赵新华
副教授"
"1553835916-314","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","秦汉考古","https://www.icourse163.org/course/HENU-1001795002","第5次开课","历史","2019年02月25日 ~ 2019年06月17日","进行至第5周，共16周","2-3小时每周","已有3784人参加","立即参加","(520)","授课老师



张玲
博士，讲师。





刘春迎
教授





臧德清
讲师





滕亚秋
职称：助教；职务：教务办主任。"
"1553835735-238","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","画法几何及土木工程制图（下）","https://www.icourse163.org/course/DLUT-1002255001","第4次开课","工学","2019年02月24日 ~ 2019年05月27日","进行至第5周，共14周","4-5小时每周","已有2541人参加","立即参加","(17)","授课老师



王子茹
教授





何斌
副教授"
"1553837102-793","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","选矿厂设计","https://www.icourse163.org/course/CUMT-1001755362","第5次开课","工学","2019年04月01日 ~ 2019年05月31日","距离开课还有3天","待定","已有117人参加","立即参加","(23)","授课老师



匡亚莉
教授、博士生导师





陶有俊
教授/博导





曹亦俊
教授





马子龙
讲师





王章国
讲师





夏文成
副教授"
"1553836667-618","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","心理学与生活","https://www.icourse163.org/course/NJU-1001573001","第7次开课","心理学","2019年03月11日 ~ 2019年06月16日","进行至第3周，共14周","2-3小时每周","已有27459人参加","立即参加","(1897)","授课老师



陈昌凯
副教授"
"1553836058-374","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","分析化学（二）：仪器分析","https://www.icourse163.org/course/HNU-1001700017","第5次开课","理学","2019年02月26日 ~ 2019年07月02日","进行至第5周，共19周","3-5小时每周","已有3917人参加","立即参加","(25)","授课老师



王玉枝
教授





宦双燕
教授





王青
教授





羊小海
教授





蒋健晖
教授"
"1553835970-337","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","无机化学——化学反应原理","https://www.icourse163.org/course/HIT-153004","第6次开课","理学","2019年02月25日 ~ 2019年05月27日","进行至第5周，共14周","3-5小时每周","已有2442人参加","立即参加","(27)","授课老师



张兴文
哈尔滨工业大学，副教授，黑龙江省教学新秀。





周玉祥
哈尔滨工业大学，化工与化学学院，副教授。





王宇
副教授





李德凤
副教授





方习奎
教授"
"1553836747-647","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","计算机图形学","https://www.icourse163.org/course/CAU-45006","第7次开课","计算机","2019年03月11日 ~ 2019年05月31日","进行至第3周，共12周","3-4小时","已有2459人参加","立即参加","(57)","授课老师



赵明
教授"
"1553836100-391","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数字电子技术","https://www.icourse163.org/course/CSU-1001907006","第6次开课","工学","2019年02月28日 ~ 2019年07月15日","进行至第5周，共20周","4学时/周","已有2555人参加","立即参加","(64)","授课老师



覃爱娜
博士，副教授





李飞
博士，副教授，硕士生导师。





罗桂娥
博士，教授，硕士生导师。





刘献如
讲师





陈丽萍
讲师





刘波
博士，副教授"
"1553836203-426","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","机械原理","https://www.icourse163.org/course/NEU-1001640002","第5次开课","工学","2019年03月01日 ~ 2019年05月12日","进行至第5周，共11周","4小时每周","已有2623人参加","立即参加","(14)","授课老师



李翠玲
副教授"
"1553835214-52","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","环境变迁与人类生育力改变","https://www.icourse163.org/course/WHU-1001588001","第6次开课","医药卫生","2018年10月08日 ~ 2019年01月17日","当前开课已结束","1-2小时/周","已有2075人参加","已结束，查看内容","(15)","授课老师



杨菁
教授





徐望明
教授





龙文
教授





明蕾
教授





程丹
副主任医师





李赛姣
主治医师





肖卓妮
副主任医师





李洁
副主任医师





王雅琴
主治医师





闫文杰
住院医师"
"1553837131-805","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","流行病学基础（二）","https://www.icourse163.org/course/PKU-1001956010","第5次开课","医药卫生","2019年03月30日 ~ 2019年06月30日","距离开课还有10:34:30","1-1.5小时每周","已有438人参加","立即参加","(22)","授课老师



吴涛
副教授"
"1553835243-64","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","微积分（一）","https://www.icourse163.org/course/UESTC-1001742015","第3次开课","理学","2018年09月17日 ~ 2018年12月20日","当前开课已结束","3-5小时每周","已有11533人参加","已结束，查看内容","(11)","授课老师



高建
教授





冷劲松
教授





汪小平
讲师





高中喜
副教授





余时伟
讲师





程光辉
教授





何国良
副教授





米文
副教授





夏红
副教授





窦芳芳
副教授





王晓梅
副教授





刘碧森
无"
"1553835495-153","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","大学物理1：力学、相对论","https://www.icourse163.org/course/TONGJI-45003","第10次开课","理学","2019年02月18日 ~ 2019年05月18日","进行至第6周，共13周","2-4小时每周","已有18453人参加","立即参加","(151)","授课老师



武荷岚
博士，副教授，研究生导师，美国哈佛大学访问学者。研究方向：教育技术学、物理教育。"
"1553836095-389","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","马克思主义基本原理概论","https://www.icourse163.org/course/NUAA-1001754371","第4次开课","法学","2019年02月26日 ~ 2019年06月16日","进行至第5周，共16周","3-5小时每周","已有3475人参加","立即参加","(255)","授课老师



王岩
教授/博士生导师





邓伯军
教授/博士生导师





徐地龙
副教授





孙卫卫
副教授





马杏苗
副教授





徐华伟
高级实验师





薛葵
副教授





陈红桂
副教授





何畏
副教授"
"1553836650-611","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","毛泽东思想和中国特色社会主义理论体系概论","https://www.icourse163.org/course/FAFU-1001771002","第6次开课","法学","2019年03月10日 ~ 2019年06月15日","进行至第3周，共14周","待定","已有2856人参加","立即参加","(91)","授课老师



黄秀玲
讲师"
"1553836693-629","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数据结构","https://www.icourse163.org/course/HUST-1001907004","第4次开课","计算机","2019年03月11日 ~ 2019年06月28日","进行至第3周，共16周","3-5小时每周","已有5505人参加","立即参加","(301)","授课老师



李国徽
教授





袁凌
副教授





祝建华
副教授





许贵平
副教授





周时阳
副教授"
"1553836948-733","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","博弈论基础","https://www.icourse163.org/course/ZJU-20001","第10次开课","经济学","2019年03月18日 ~ 2019年06月11日","进行至第2周，共13周","3小时每周","已有36238人参加","立即参加","(1069)","授课老师



蒋文华
副教授"
"1553835363-98","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","结构力学——超静定结构力学","https://www.icourse163.org/course/DLUT-1002245011","第3次开课","工学","2018年11月26日 ~ 2019年02月25日","当前开课已结束","5-7小时每周","已有2413人参加","老师已关闭该学期，无法查看","(6)","授课老师



陈廷国
教授





曲激婷
副教授"
"1553835770-252","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","计算机组成原理（上）","https://www.icourse163.org/course/HIT-309001","第8次开课","计算机","2019年02月25日 ~ 2019年06月24日","进行至第5周，共18周","3-5小时每周","已有10425人参加","立即参加","(216)","授课老师



刘宏伟
教授、博士生导师





张丽杰
教授





舒燕君
讲师





张展
副教授"
"1553836288-461","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","创业团队建设与管理","https://www.icourse163.org/course/CUEB-1002015029","第5次开课","管理学","2019年03月04日 ~ 2019年06月30日","进行至第4周，共17周","1-2小时每周","已有1635人参加","立即参加","(39)","授课老师



马力
副教授"
"1553836638-606","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","管理运筹学","https://www.icourse163.org/course/BIT-47012","第9次开课","管理学","2019年03月08日 ~ 2019年06月24日","进行至第4周，共16周","3-5小时每周","已有3904人参加","立即参加","(52)","授课老师



韩伯棠
教授，博士生导师





赵先
教授，博士生导师





钟华
副教授





王建才
副教授





侯福均
副教授"
"1553836864-697","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","病原生物与人类","https://www.icourse163.org/course/FUDAN-462003","第6次开课","医药卫生","2019年04月16日 ~ 2019年06月16日","距离开课还有18天","1~3小时每周","已有856人参加","立即参加","(23)","授课老师



邵红霞
高级讲师





卢洪洲
教授，主任医师





程训佳
教授"
"1553835627-208","https://www.icourse163.org/category/guojiajingpin#?type=30&orderBy=0&pageIndex=1","数字信号处理","https://www.icourse163.org/course/UESTC-236010","第5次开课","工学","2019年02月20日 ~ 2019年06月25日","进行至第6周，共18周","1-3小时每周","已有7510人参加","立即参加","(42)","授课老师



朱学勇
教授，就职于电子科技大学通信与信息学院。专业方向：通信中的信号处理。





杨鍊
副教授





潘晔
副教授





李玉柏
教授





林静然
副教授





利强
副教授





武畅
副教授"
